index,status,seniority,home,time,age,marital,records,job,expenses,income,assets,debt,amount,price
736,ok,20,owner,18,62,married,no,fixed,60,125.0,5000.0,0.0,500,1150
737,ok,2,parents,24,19,single,no,parttime,35,60.0,0.0,0.0,530,630
738,ok,0,private,60,32,married,no,parttime,75,160.0,6000.0,0.0,1200,1571
739,default,3,rent,48,43,married,no,parttime,73,126.0,0.0,0.0,1300,1770
740,ok,6,owner,36,34,married,yes,fixed,60,148.0,9000.0,4090.0,500,1600
741,ok,11,owner,48,34,married,no,fixed,75,170.0,3500.0,435.0,1500,1627
742,ok,6,rent,24,34,married,no,fixed,68,230.0,0.0,0.0,500,1094
743,ok,9,owner,60,30,married,no,freelance,60,166.0,4000.0,1500.0,1350,1570
744,default,9,owner,60,40,separated,yes,fixed,35,67.0,1600.0,0.0,800,935
745,default,2,rent,60,42,single,yes,fixed,35,0.0,0.0,0.0,1900,2259
746,ok,18,owner,36,49,married,no,fixed,60,80.0,15000.0,0.0,800,1419
747,default,10,rent,48,40,married,no,parttime,66,60.0,0.0,0.0,500,820
748,ok,1,parents,60,24,single,no,fixed,35,91.0,0.0,0.0,900,1060
749,ok,0,parents,12,35,single,no,parttime,35,96.0,0.0,0.0,350,600
750,ok,3,parents,60,36,married,no,fixed,75,180.0,0.0,0.0,1200,1372
751,ok,40,owner,24,62,married,no,freelance,60,130.0,15000.0,0.0,250,758
752,ok,4,owner,60,24,married,no,parttime,45,67.0,4000.0,2000.0,1000,1164
753,default,14,owner,60,44,married,no,fixed,75,100.0,3500.0,0.0,1210,1450
754,ok,5,owner,60,57,married,no,fixed,60,830.0,18000.0,0.0,2000,2125
755,ok,11,owner,60,25,married,no,fixed,45,125.0,2500.0,700.0,1300,1557
756,ok,1,owner,48,30,married,no,freelance,60,30.0,4000.0,0.0,900,1700
757,default,6,rent,48,65,married,no,others,69,237.0,0.0,0.0,1571,1571
758,ok,13,parents,60,32,married,no,fixed,60,152.0,0.0,0.0,900,1654
759,ok,2,owner,24,43,married,no,fixed,60,95.0,3000.0,0.0,300,350
760,ok,10,rent,30,48,married,no,fixed,74,139.0,5000.0,0.0,300,420
761,default,0,parents,48,25,single,no,freelance,45,145.0,7000.0,0.0,1700,2173
762,default,0,other,36,36,married,yes,freelance,45,300.0,30000.0,0.0,3000,6802
763,ok,12,owner,24,47,married,no,fixed,60,135.0,2500.0,0.0,550,1061
764,ok,4,parents,60,22,single,no,fixed,35,80.0,0.0,0.0,1200,1425
765,ok,22,owner,36,47,married,no,fixed,60,100.0,2250.0,0.0,450,546
766,default,4,owner,6,42,married,no,fixed,45,275.0,4800.0,1200.0,2400,3400
767,default,2,owner,48,40,married,yes,fixed,90,250.0,9000.0,7000.0,1250,1776
768,ok,3,owner,36,40,married,no,fixed,75,125.0,3500.0,0.0,800,1200
769,default,18,owner,48,43,married,no,fixed,90,100.0,3500.0,0.0,1400,1403
770,default,4,rent,60,38,married,yes,fixed,118,130.0,0.0,0.0,900,1086
771,ok,14,other,60,41,married,yes,fixed,75,131.0,0.0,0.0,1200,1200
772,ok,4,owner,60,55,married,no,freelance,60,350.0,13000.0,3000.0,1700,2200
773,ok,5,parents,60,32,married,no,freelance,60,538.0,0.0,0.0,1400,2360
774,ok,3,parents,18,42,married,no,freelance,75,276.0,1500.0,0.0,750,1758
775,ok,3,parents,60,23,single,no,fixed,35,107.0,0.0,0.0,700,1783
776,default,7,rent,60,41,married,no,freelance,45,0.0,0.0,0.0,1100,1108
777,ok,15,owner,60,50,widow,no,fixed,45,156.0,9800.0,0.0,700,1136
778,ok,18,owner,60,49,married,no,fixed,90,110.0,5200.0,600.0,1350,1557
779,ok,27,owner,48,62,married,no,fixed,60,260.0,4000.0,500.0,800,886
780,ok,2,owner,60,43,married,no,parttime,45,0.0,16000.0,0.0,1000,1490
781,ok,5,rent,36,23,married,no,fixed,68,81.0,0.0,0.0,400,400
782,default,1,owner,60,33,married,no,parttime,75,76.0,2500.0,550.0,800,1105
783,ok,6,other,60,25,married,no,fixed,60,98.0,0.0,0.0,600,1131
784,default,0,owner,18,50,married,no,freelance,135,0.0,2000.0,0.0,700,1256
785,ok,22,owner,60,37,married,no,fixed,60,132.0,6000.0,1500.0,1400,1571
786,ok,5,parents,36,27,single,no,fixed,35,105.0,9500.0,2350.0,1000,1443
787,ok,3,owner,60,47,married,no,fixed,75,300.0,8000.0,0.0,1060,1160
788,ok,1,parents,48,22,married,no,fixed,45,117.0,0.0,0.0,768,896
789,ok,20,other,60,39,married,no,fixed,60,119.0,0.0,0.0,1300,1639
790,ok,0,owner,24,46,married,no,fixed,90,140.0,30000.0,0.0,350,1571
791,default,1,parents,48,19,single,no,fixed,35,70.0,0.0,0.0,1000,1075
792,ok,8,owner,60,24,single,no,freelance,35,265.0,8000.0,0.0,1200,1590
793,ok,12,rent,36,43,married,no,fixed,78,180.0,0.0,0.0,1600,2200
794,ok,1,owner,36,42,married,no,parttime,60,62.0,3000.0,0.0,300,450
795,ok,5,private,24,32,single,no,freelance,35,189.0,7750.0,3900.0,1000,1536
796,default,1,rent,60,27,single,no,fixed,43,75.0,0.0,0.0,1000,1375
797,default,0,parents,60,34,single,no,parttime,35,70.0,0.0,0.0,900,1005
798,ok,10,owner,60,43,married,no,fixed,75,188.0,5000.0,0.0,1000,1264
799,ok,5,parents,36,21,single,no,fixed,35,150.0,0.0,0.0,1000,1313
800,ok,13,owner,48,36,married,no,fixed,45,124.0,3000.0,0.0,700,1365
801,ok,3,parents,60,23,single,no,fixed,45,113.0,4000.0,0.0,900,1105
802,ok,15,other,24,40,married,no,fixed,75,98.0,0.0,0.0,500,1100
803,ok,6,parents,24,25,single,no,fixed,35,,5000.0,0.0,850,1480
804,ok,12,private,60,38,married,yes,fixed,90,195.0,1500.0,200.0,1150,1310
805,ok,2,rent,36,58,married,no,others,61,159.0,10000.0,0.0,950,1265
806,default,2,private,24,41,married,yes,freelance,135,959.0,2000.0,500.0,1050,1474
807,ok,20,rent,36,39,married,no,freelance,92,170.0,12000.0,0.0,950,980
808,ok,1,parents,24,19,single,no,fixed,35,28.0,0.0,0.0,400,600
809,default,2,rent,48,31,married,no,freelance,102,268.0,0.0,0.0,1400,1635
810,default,0,owner,48,28,married,no,parttime,60,155.0,4500.0,1641.0,800,1376
811,ok,24,rent,36,49,married,no,fixed,84,240.0,0.0,0.0,675,675
812,ok,0,owner,60,47,married,yes,fixed,90,500.0,20000.0,0.0,1800,2000
813,default,4,owner,60,42,married,no,fixed,75,135.0,4000.0,0.0,978,978
814,default,3,parents,60,25,single,no,parttime,35,225.0,0.0,0.0,1130,1130
815,ok,3,owner,48,48,married,no,freelance,45,100.0,4000.0,0.0,1600,2600
816,ok,30,owner,36,52,married,no,fixed,60,190.0,5000.0,0.0,800,950
817,default,1,owner,60,37,married,no,freelance,60,200.0,9000.0,0.0,1400,1493
818,ok,4,rent,36,45,married,no,fixed,105,154.0,12000.0,0.0,600,2240
819,ok,13,owner,60,30,married,no,fixed,45,210.0,14000.0,0.0,1100,1224
820,default,4,rent,36,38,married,yes,fixed,60,145.0,0.0,0.0,650,1000
821,default,22,owner,60,50,married,no,fixed,90,210.0,16000.0,0.0,2100,2500
822,default,1,parents,60,29,married,yes,parttime,35,102.0,0.0,0.0,1100,1120
823,default,10,rent,24,52,married,no,freelance,45,0.0,2000.0,0.0,400,1242
824,ok,0,owner,36,42,married,no,fixed,105,75.0,10000.0,0.0,400,725
825,ok,0,owner,36,37,married,no,freelance,75,150.0,7000.0,1500.0,500,720
826,ok,1,parents,36,36,single,no,fixed,35,120.0,0.0,0.0,1000,2470
827,default,15,rent,60,33,married,yes,freelance,64,36.0,0.0,0.0,1150,1150
828,ok,15,owner,36,41,married,no,freelance,90,129.0,16000.0,0.0,1000,1655
829,ok,6,parents,60,23,married,no,fixed,45,125.0,0.0,0.0,900,1389
830,ok,8,other,48,30,married,no,fixed,75,156.0,0.0,0.0,1100,1310
831,default,12,owner,60,27,married,no,fixed,60,72.0,2500.0,1300.0,750,758
832,ok,8,other,24,33,married,no,fixed,75,166.0,0.0,0.0,1150,1770
833,default,1,parents,36,23,single,no,parttime,35,75.0,0.0,0.0,350,425
834,ok,22,owner,24,41,married,no,fixed,90,125.0,4700.0,400.0,250,1035
835,ok,20,rent,60,52,married,no,freelance,70,250.0,4100.0,0.0,1200,1226
836,ok,25,owner,36,58,married,no,fixed,45,128.0,30000.0,0.0,1500,1750
837,ok,11,owner,36,46,married,no,fixed,60,155.0,16500.0,0.0,1000,1800
838,ok,4,owner,60,28,married,no,fixed,60,459.0,22000.0,9700.0,600,2150
839,ok,9,owner,48,38,married,no,fixed,75,360.0,8000.0,4000.0,1700,1713
840,default,1,rent,36,39,married,no,fixed,85,100.0,0.0,0.0,600,975
841,ok,10,rent,60,24,married,no,fixed,53,80.0,0.0,0.0,400,650
842,ok,4,owner,60,41,married,no,fixed,90,250.0,10000.0,2000.0,800,916
843,ok,24,other,36,51,married,no,fixed,45,105.0,0.0,0.0,625,625
844,ok,30,owner,36,56,married,yes,freelance,105,300.0,30000.0,1300.0,1100,1318
845,ok,1,other,24,24,married,no,freelance,60,137.0,0.0,0.0,300,750
846,ok,20,owner,12,49,married,no,fixed,90,110.0,15000.0,0.0,125,325
847,ok,1,owner,36,21,single,no,fixed,35,127.0,10000.0,0.0,850,1014
848,default,13,owner,60,34,separated,no,fixed,35,56.0,7000.0,1500.0,1250,1525
849,ok,1,owner,60,38,married,no,fixed,90,75.0,5000.0,0.0,1000,1144
850,ok,2,owner,36,58,widow,no,others,35,52.0,4000.0,0.0,400,550
851,ok,0,parents,60,39,single,no,fixed,35,100.0,0.0,0.0,1000,1556
852,ok,14,rent,60,60,married,no,fixed,62,170.0,8000.0,0.0,915,1396
853,ok,6,private,60,23,single,no,fixed,35,150.0,5050.0,3800.0,1000,2470
854,ok,17,owner,12,37,married,no,fixed,75,188.0,7000.0,1000.0,600,1890
855,ok,8,private,36,48,married,yes,fixed,75,175.0,1000.0,0.0,475,575
856,ok,4,parents,60,26,married,no,fixed,45,64.0,0.0,0.0,1150,1294
857,default,1,parents,36,23,single,no,parttime,35,110.0,0.0,0.0,650,710
858,ok,13,owner,60,34,married,no,fixed,45,186.0,3000.0,0.0,1900,2600
859,ok,19,owner,60,46,single,no,fixed,75,140.0,6000.0,0.0,1800,1849
860,ok,12,owner,12,51,married,no,freelance,45,200.0,2000.0,0.0,350,450
861,ok,13,owner,60,45,married,no,fixed,90,135.0,4750.0,3500.0,1100,1369
862,ok,4,owner,60,55,married,no,fixed,45,130.0,9000.0,0.0,1800,2281
863,default,0,owner,48,39,married,no,freelance,60,200.0,5500.0,0.0,3075,4575
864,ok,6,parents,60,33,married,yes,parttime,60,0.0,0.0,0.0,1250,1332
865,ok,12,rent,36,52,married,no,freelance,75,0.0,3500.0,0.0,200,1240
866,ok,11,owner,60,26,married,no,fixed,45,90.0,3000.0,0.0,900,931
867,ok,31,owner,60,47,married,no,fixed,60,175.0,8000.0,1500.0,1000,1330
868,ok,2,owner,18,31,married,no,parttime,90,197.0,5000.0,300.0,860,1192
869,default,3,owner,48,50,married,no,fixed,90,125.0,12000.0,0.0,800,950
870,ok,6,owner,36,39,married,yes,freelance,45,170.0,14000.0,1200.0,1100,1900
871,default,10,rent,48,36,married,yes,freelance,100,247.0,0.0,0.0,1500,1810
872,default,0,other,60,47,married,yes,others,45,250.0,100000.0,0.0,1300,1700
873,ok,20,owner,24,45,married,no,fixed,75,130.0,5000.0,0.0,450,1318
874,ok,8,other,24,40,married,yes,fixed,75,207.0,0.0,0.0,600,750
875,default,15,rent,60,36,married,yes,freelance,97,65.0,0.0,0.0,1000,1168
876,ok,2,owner,36,43,married,yes,freelance,90,180.0,8000.0,560.0,700,1300
877,default,4,owner,48,44,married,no,freelance,60,250.0,40000.0,9300.0,700,1111
878,ok,1,owner,60,55,married,no,others,45,129.0,3000.0,0.0,970,1264
879,default,0,rent,60,32,married,no,freelance,90,0.0,0.0,0.0,1600,1692
880,default,1,other,48,26,single,no,parttime,35,116.0,2000.0,0.0,1100,1123
881,ok,9,owner,60,33,married,no,fixed,75,88.0,2500.0,0.0,1000,1386
882,ok,11,rent,24,27,married,no,parttime,72,120.0,0.0,0.0,900,1395
883,default,2,rent,60,24,married,no,fixed,70,100.0,0.0,0.0,900,1127
884,ok,0,owner,60,29,married,no,fixed,60,100.0,5000.0,0.0,800,960
885,default,1,parents,60,20,single,no,freelance,35,113.0,13000.0,0.0,1500,2179
886,ok,20,owner,36,46,married,yes,freelance,105,80.0,9000.0,0.0,850,886
887,ok,30,owner,60,62,married,no,fixed,60,150.0,3200.0,400.0,800,1314
888,default,0,other,36,49,married,yes,freelance,75,0.0,0.0,0.0,2400,2800
889,ok,2,parents,60,27,single,no,fixed,35,71.0,3500.0,0.0,600,960
890,default,1,rent,60,52,divorced,no,fixed,55,99.0,0.0,0.0,750,873
891,ok,2,other,36,26,single,no,fixed,35,63.0,0.0,0.0,300,1111
892,default,5,owner,60,43,married,yes,freelance,75,166.0,7000.0,700.0,1000,1040
893,ok,15,parents,60,34,married,no,fixed,45,108.0,0.0,0.0,1000,1995
894,ok,15,rent,60,37,married,no,fixed,58,134.0,500.0,0.0,900,1333
895,ok,5,rent,36,37,married,no,fixed,74,138.0,0.0,0.0,900,1358
896,ok,3,owner,48,39,married,no,fixed,60,110.0,3000.0,0.0,1270,1613
897,ok,2,owner,60,26,married,no,fixed,45,160.0,3500.0,0.0,1300,1855
898,ok,2,owner,60,34,married,no,fixed,60,176.0,4000.0,450.0,1800,2271
899,default,1,parents,60,30,separated,no,parttime,35,70.0,0.0,0.0,925,925
900,ok,4,rent,60,26,married,no,fixed,51,60.0,0.0,0.0,1750,1950
901,ok,20,other,6,58,married,yes,fixed,45,130.0,0.0,0.0,500,2058
902,ok,1,parents,60,36,single,no,fixed,35,176.0,0.0,0.0,1100,1600
903,ok,13,owner,60,40,married,no,fixed,90,130.0,3000.0,0.0,800,860
904,ok,7,owner,36,49,widow,no,fixed,35,108.0,12000.0,0.0,350,875
905,ok,15,owner,60,55,married,no,freelance,60,0.0,6500.0,3650.0,1200,1710
906,ok,1,owner,60,25,married,no,freelance,60,150.0,10000.0,2000.0,1000,1260
907,ok,6,rent,36,33,married,no,fixed,108,183.0,0.0,0.0,950,1705
908,ok,18,rent,60,38,married,no,fixed,56,108.0,0.0,0.0,1000,1307
909,ok,15,other,36,38,married,yes,freelance,90,200.0,6000.0,0.0,1550,1982
910,ok,11,rent,12,33,married,no,fixed,78,180.0,0.0,0.0,300,1479
911,default,0,parents,48,22,single,yes,unk,45,0.0,0.0,0.0,1000,1449
912,ok,15,rent,60,42,married,no,fixed,58,130.0,0.0,0.0,1000,1308
913,default,1,rent,48,47,married,no,fixed,74,140.0,0.0,0.0,2000,2201
914,ok,0,owner,60,25,married,no,fixed,75,141.0,3500.0,0.0,1250,1350
915,ok,17,owner,48,42,married,no,fixed,60,127.0,3500.0,0.0,700,1386
916,ok,21,owner,48,52,married,no,fixed,60,117.0,3000.0,0.0,1650,2276
917,ok,13,rent,36,36,married,yes,fixed,88,130.0,0.0,0.0,400,1608
918,ok,5,owner,60,28,married,yes,freelance,75,240.0,3000.0,0.0,1300,1585
919,ok,18,parents,60,33,single,yes,fixed,35,425.0,0.0,0.0,900,1320
920,ok,10,owner,60,46,married,yes,freelance,75,800.0,25000.0,2050.0,2600,3190
921,ok,3,parents,60,22,single,no,fixed,35,80.0,0.0,0.0,1000,1500
922,ok,1,rent,60,22,single,no,fixed,45,95.0,0.0,0.0,1250,1571
923,default,3,owner,60,23,single,no,parttime,35,71.0,1500.0,0.0,1150,1386
924,ok,8,other,60,29,married,no,fixed,45,135.0,0.0,0.0,1400,1680
925,ok,4,parents,36,29,single,no,fixed,35,47.0,0.0,0.0,400,450
926,ok,10,parents,12,37,married,no,fixed,90,250.0,3000.0,0.0,240,1488
927,ok,3,other,12,30,single,no,freelance,35,150.0,0.0,0.0,920,1396
928,ok,29,owner,48,52,married,no,fixed,60,118.0,6500.0,0.0,750,1255
929,ok,12,owner,48,46,married,no,fixed,60,130.0,6000.0,0.0,1480,1883
930,ok,15,owner,36,51,married,no,fixed,45,125.0,4000.0,200.0,375,375
931,ok,5,rent,60,28,married,no,freelance,77,171.0,0.0,0.0,2500,3070
932,ok,0,owner,36,33,married,no,fixed,45,265.0,2500.0,1100.0,1400,2189
933,ok,10,rent,60,39,single,no,freelance,45,100.0,0.0,0.0,1450,1692
934,default,4,rent,60,33,married,no,freelance,82,69.0,0.0,0.0,2000,2216
935,ok,12,owner,48,40,married,no,fixed,75,293.0,4000.0,0.0,1298,1298
936,ok,13,private,24,59,widow,no,fixed,35,87.0,1200.0,0.0,425,750
937,ok,16,owner,60,32,married,no,fixed,45,110.0,6000.0,2000.0,1400,1830
938,ok,2,owner,60,45,married,no,freelance,75,75.0,2500.0,0.0,1100,1242
939,default,3,other,48,38,married,no,freelance,75,40.0,3500.0,0.0,600,882
940,ok,4,owner,60,26,married,no,fixed,45,140.0,3500.0,1500.0,600,1137
941,default,0,rent,24,29,married,no,freelance,60,0.0,0.0,0.0,275,275
942,default,0,parents,36,21,single,no,parttime,45,161.0,2500.0,0.0,580,580
943,ok,2,parents,6,31,single,no,fixed,35,70.0,0.0,0.0,850,1403
944,ok,18,owner,36,32,married,no,fixed,75,65.0,2500.0,0.0,700,957
945,ok,4,other,24,40,married,no,parttime,60,66.0,0.0,0.0,1300,1300
946,default,4,rent,48,29,married,yes,fixed,42,73.0,0.0,0.0,579,1097
947,ok,7,rent,36,33,married,no,freelance,78,178.0,0.0,0.0,700,1033
948,ok,0,parents,60,29,separated,no,parttime,35,140.0,0.0,0.0,763,913
949,default,2,owner,60,57,single,no,freelance,35,50.0,15000.0,0.0,960,962
950,default,2,owner,60,23,married,no,fixed,45,78.0,5000.0,6300.0,1075,1123
951,default,10,owner,36,36,married,no,freelance,75,0.0,10000.0,0.0,1000,1400
952,ok,11,owner,60,38,married,no,freelance,60,350.0,7500.0,0.0,1500,1800
953,ok,1,rent,48,45,married,no,fixed,59,140.0,0.0,0.0,1800,1980
954,ok,2,owner,36,51,married,no,parttime,75,125.0,4500.0,0.0,600,989
955,ok,22,rent,48,42,married,yes,fixed,102,121.0,0.0,0.0,1000,1250
956,ok,0,owner,60,22,single,no,parttime,35,155.0,6500.0,0.0,1100,1646
957,ok,2,private,48,26,single,no,fixed,35,133.0,3000.0,0.0,1000,1114
958,ok,20,owner,60,51,married,no,fixed,75,117.0,2000.0,0.0,1000,1365
959,default,1,parents,36,33,single,no,fixed,35,125.0,0.0,0.0,600,1600
960,ok,5,private,48,43,married,yes,fixed,75,136.0,2500.0,500.0,940,1133
961,ok,3,owner,12,32,married,no,freelance,75,25.0,3600.0,1800.0,100,550
962,default,11,rent,36,52,married,no,fixed,93,176.0,0.0,0.0,350,350
963,ok,20,other,12,65,married,yes,freelance,45,430.0,70000.0,0.0,1000,1321
964,default,1,rent,60,32,married,no,fixed,88,125.0,0.0,0.0,1200,1225
965,ok,8,owner,60,29,widow,no,fixed,35,79.0,4000.0,0.0,850,950
966,default,1,rent,36,25,married,yes,parttime,69,92.0,0.0,0.0,475,550
967,ok,0,parents,60,22,married,no,fixed,45,176.0,0.0,0.0,1150,1277
968,default,2,private,60,53,married,no,fixed,75,85.0,7000.0,0.0,1050,1172
969,ok,1,owner,24,47,married,no,fixed,90,188.0,9000.0,0.0,700,1318
970,ok,2,rent,48,34,married,no,freelance,75,300.0,0.0,0.0,1700,2185
971,default,1,parents,60,23,single,no,fixed,35,100.0,0.0,0.0,1500,2610
972,ok,13,rent,60,54,married,no,fixed,57,120.0,0.0,0.0,1000,1257
973,ok,1,parents,12,22,single,no,parttime,35,60.0,0.0,0.0,100,600
974,default,1,rent,48,46,married,no,fixed,103,125.0,1500.0,0.0,1100,1408
975,ok,19,owner,12,42,married,no,fixed,90,464.0,5000.0,0.0,1100,2413
976,ok,5,parents,60,45,married,yes,fixed,35,176.0,0.0,0.0,1000,1388
977,ok,19,parents,60,49,single,no,fixed,35,90.0,0.0,0.0,1600,1636
978,ok,8,owner,60,28,married,no,freelance,60,200.0,9000.0,0.0,750,850
979,ok,1,parents,24,22,single,no,fixed,35,415.0,0.0,0.0,700,1757
980,ok,11,owner,60,27,married,no,fixed,45,318.0,8000.0,3300.0,1350,1600
981,ok,6,owner,18,33,single,no,fixed,35,163.0,6000.0,0.0,1200,2022
982,default,4,rent,60,52,married,no,fixed,97,72.0,0.0,0.0,1200,1200
983,ok,2,owner,60,34,married,no,fixed,45,156.0,5000.0,198.0,1550,1550
984,default,0,owner,36,43,widow,no,others,35,49.0,2000.0,0.0,400,710
985,ok,8,owner,60,40,married,no,fixed,75,110.0,3000.0,0.0,950,1286
986,ok,3,owner,60,31,married,no,fixed,45,140.0,5500.0,1200.0,900,1400
987,ok,2,owner,36,31,married,no,freelance,60,92.0,2500.0,850.0,600,1638
988,default,4,rent,60,27,widow,yes,freelance,35,0.0,0.0,0.0,1700,1700
989,ok,6,owner,24,42,married,no,parttime,60,145.0,3000.0,0.0,500,1850
990,ok,2,parents,60,35,married,no,fixed,75,104.0,0.0,0.0,1200,1677
991,ok,4,owner,36,42,married,yes,freelance,75,400.0,12000.0,0.0,1500,1900
992,ok,0,owner,48,24,married,no,parttime,45,95.0,5000.0,0.0,1000,1601
993,ok,5,owner,6,31,married,no,freelance,60,150.0,5000.0,0.0,300,1200
994,ok,1,parents,12,53,single,no,fixed,35,160.0,0.0,0.0,250,1456
995,ok,14,owner,60,59,married,no,fixed,60,177.0,10000.0,0.0,1450,1456
996,ok,12,owner,48,38,married,no,fixed,60,85.0,3000.0,0.0,500,960
997,default,6,rent,36,49,married,yes,freelance,113,380.0,0.0,0.0,1000,1337
998,ok,13,owner,60,42,married,no,fixed,60,107.0,4000.0,0.0,1000,1359
999,ok,0,owner,36,54,married,no,others,45,134.0,2500.0,0.0,625,801
1000,default,2,rent,60,24,single,no,fixed,35,0.0,0.0,0.0,850,989
1001,ok,21,rent,60,39,married,no,fixed,124,191.0,2000.0,0.0,2000,2536
1002,default,0,owner,60,48,married,no,parttime,75,100.0,7000.0,0.0,1000,1129
1003,ok,2,parents,36,20,single,no,fixed,35,110.0,0.0,0.0,500,1314
1004,default,5,other,48,32,married,yes,fixed,45,225.0,0.0,0.0,1000,1812
1005,ok,15,parents,60,51,married,yes,fixed,60,100.0,0.0,0.0,300,1742
1006,ok,35,owner,48,54,married,no,fixed,60,217.0,5000.0,0.0,1250,1455
1007,default,3,other,36,40,married,yes,fixed,75,176.0,0.0,0.0,950,1150
1008,ok,3,owner,24,29,married,no,fixed,45,254.0,6000.0,800.0,500,1900
1009,default,3,other,60,27,married,no,fixed,90,126.0,4000.0,0.0,1400,1800
1010,ok,0,owner,60,57,married,no,freelance,45,200.0,3500.0,0.0,950,1070
1011,default,1,other,60,36,married,no,fixed,60,101.0,0.0,0.0,850,1098
1012,default,10,parents,60,31,married,no,fixed,60,119.0,0.0,0.0,1600,1750
1013,ok,0,owner,48,22,single,no,fixed,35,152.0,4000.0,0.0,1210,1325
1014,default,0,parents,48,40,married,no,parttime,90,113.0,3500.0,0.0,600,710
1015,ok,18,other,36,54,married,no,fixed,75,119.0,0.0,0.0,300,1268
1016,default,0,rent,60,39,single,yes,fixed,35,0.0,0.0,0.0,2350,2679
1017,ok,8,parents,60,26,single,no,freelance,35,75.0,7000.0,0.0,850,989
1018,ok,21,rent,60,36,married,no,fixed,83,80.0,0.0,0.0,1220,1505
1019,default,0,parents,36,22,married,no,parttime,60,137.0,0.0,0.0,700,900
1020,ok,4,private,36,26,married,no,fixed,45,107.0,3000.0,0.0,700,700
1021,default,5,owner,60,36,married,no,freelance,90,62.0,3000.0,0.0,650,1295
1022,default,5,owner,60,36,married,no,freelance,90,62.0,3000.0,0.0,650,1295
1023,ok,19,rent,60,37,married,yes,fixed,88,125.0,0.0,0.0,750,970
1024,default,4,rent,60,28,married,no,fixed,79,190.0,4000.0,0.0,1250,1250
1025,ok,12,owner,24,56,married,yes,fixed,60,124.0,1000.0,0.0,500,1495
1026,default,3,owner,36,35,married,yes,parttime,60,144.0,3000.0,0.0,475,690
1027,default,0,owner,60,31,married,yes,fixed,45,184.0,3500.0,0.0,1550,1679
1028,ok,5,parents,24,26,single,no,freelance,35,100.0,0.0,0.0,800,2450
1029,ok,10,owner,12,34,married,no,fixed,75,80.0,4500.0,3500.0,300,1600
1030,ok,2,rent,60,36,married,no,fixed,58,129.0,0.0,0.0,1125,1575
1031,ok,3,owner,24,29,married,no,fixed,60,225.0,9000.0,0.0,600,980
1032,ok,13,owner,48,33,married,no,fixed,75,191.0,8000.0,2000.0,1400,1602
1033,ok,2,rent,24,28,married,no,fixed,75,150.0,0.0,0.0,512,1255
1034,ok,5,private,60,24,married,no,fixed,45,127.0,2000.0,0.0,1000,1282
1035,default,43,owner,60,57,married,yes,fixed,45,283.0,8000.0,0.0,900,1168
1036,ok,15,parents,60,34,single,no,fixed,45,195.0,17000.0,0.0,1200,1200
1037,ok,2,owner,36,38,married,no,fixed,45,114.0,3600.0,0.0,650,1100
1038,ok,0,rent,60,29,single,no,fixed,35,0.0,0.0,0.0,1550,1700
1039,default,0,rent,60,36,married,yes,fixed,85,100.0,0.0,0.0,1100,1256
1040,ok,0,rent,36,29,single,no,parttime,46,113.0,0.0,0.0,1100,1110
1041,ok,9,owner,60,47,married,no,freelance,75,178.0,50000.0,0.0,1850,1852
1042,ok,15,owner,48,53,married,no,freelance,75,100.0,17000.0,0.0,500,1114
1043,default,3,rent,36,32,single,no,freelance,35,0.0,0.0,0.0,950,1350
1044,ok,10,owner,60,34,married,yes,fixed,60,310.0,3000.0,0.0,1600,1849
1045,default,2,other,60,21,single,no,fixed,35,86.0,0.0,0.0,1400,1600
1046,ok,10,other,36,32,single,no,fixed,35,139.0,0.0,0.0,1100,2471
1047,ok,0,owner,60,32,single,no,parttime,35,94.0,7500.0,0.0,1350,1583
1048,ok,1,rent,36,24,married,no,fixed,59,135.0,0.0,0.0,650,1136
1049,ok,23,private,60,51,married,yes,fixed,45,110.0,2500.0,0.0,800,1343
1050,ok,3,owner,48,29,married,no,fixed,45,145.0,3500.0,0.0,700,1104
1051,ok,4,parents,54,38,divorced,no,fixed,35,53.0,0.0,0.0,850,1129
1052,ok,18,owner,42,38,married,no,freelance,75,229.0,8000.0,0.0,1700,1850
1053,default,12,owner,60,47,married,yes,freelance,75,285.0,20000.0,0.0,1440,1440
1054,ok,2,rent,12,34,married,no,freelance,69,240.0,0.0,0.0,500,700
1055,ok,8,parents,60,22,single,no,fixed,35,86.0,8000.0,0.0,1200,1214
1056,default,24,private,60,46,married,no,fixed,60,165.0,3500.0,1300.0,1400,1530
1057,ok,14,owner,60,39,married,no,fixed,105,129.0,3500.0,1200.0,750,1888
1058,ok,2,parents,60,28,married,no,fixed,60,131.0,6000.0,0.0,1250,1346
1059,ok,6,unk,12,25,single,no,fixed,35,69.0,,,500,1275
1060,ok,9,rent,60,39,married,no,fixed,57,123.0,0.0,0.0,1000,1194
1061,default,6,rent,48,53,separated,yes,fixed,56,208.0,0.0,0.0,1200,1479
1062,ok,23,owner,60,49,married,no,fixed,60,133.0,2000.0,0.0,1000,1755
1063,ok,3,owner,24,46,married,no,freelance,75,500.0,14000.0,0.0,500,1095
1064,ok,0,parents,36,56,married,yes,fixed,35,102.0,6000.0,0.0,1000,1606
1065,ok,15,owner,48,33,married,no,fixed,75,150.0,3000.0,0.0,1000,1670
1066,ok,0,parents,60,30,married,no,fixed,75,100.0,5000.0,0.0,1350,1896
1067,ok,1,rent,18,26,single,no,fixed,46,110.0,0.0,0.0,500,600
